id;name;energy,calculated (kJ);carbohydrate, available (g);fat, total (g);protein, total (g);alcohol (g);fibre, total (g);organic acids, total (g);sugar alcohols (g);starch, total (g);sugars, total (g);fructose (g);galactose (g);glucose (g);lactose (g);maltose (g);sucrose (g);polysaccharides, non-cellulosic, water-soluble (g);fibre, water-insoluble (g);fatty acids, total (g);fatty acids, total polyunsaturated (g);fatty acids, total monounsaturated cis (g);fatty acids, total saturated (g);fatty acids, total trans (g);fatty acids, total n-3 polyunsaturated (g);fatty acids, total n-6 polyunsaturated (g);fatty acid 18:2 cis,cis n-6 (linoleic acid) (mg);fatty acid 18:3 n-3 (alpha-linolenic acid) (mg);fatty acid 20:5 n-3 (EPA) (mg);fatty acid 22:6 n-3 (DHA) (mg);cholesterol (GC) (mg);sterols, total (mg);calcium (mg);iron, total (mg);iodide (iodine) (µg);potassium (mg);magnesium (mg);sodium (mg);salt (mg);phosphorus (mg);selenium, total (µg);zinc (mg);tryptophan (mg);folate, total (µg);niacin equivalents, total (mg);niacin, preformed (nicotinic acid + nicotinamide) (mg);vitamers pyridoxine (hydrochloride) (mg);riboflavine (mg);thiamin (vitamin B1) (mg);vitamin B-12 (cobalamin) (µg);vitamin C (ascorbic acid) (mg);vitamin A  retinol activity equivalents (µg);carotenoids, total (µg);vitamin D (µg);vitamin E  alphatocopherol (mg);vitamin K, total (µg)
32622;Meal Replacement, Smoothie, Naturdiet;282;9.5;1.0;4.0;0;2.0;N/A;N/A;0;9.5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.3;N/A;N/A;0.3;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;95.0;1.5;12.0;150.0;14.0;52.0;132.5;90.0;5.0;0.9;N/A;18.0;1.6;1.6;0.14;0.15;0.10;0.3;19.0;64.0;N/A;0.5;3.2;N/A
32631;Meal Replacement, Soup From Powder, Asparagus/Fish/Chicken/Mushroom, Easy Diet;257;4.1;1.1;7.8;0;1.4;0;0;0.9;3.2;0;0;0;3.1;0;0;0;0;0.9;0.2;0.4;0.3;0;<0.1;0.1;135;70;0;0;0;0;172.0;2.6;17.2;383.4;50.5;359.6;916.3;95.0;5.7;1.8;0;22.3;2.1;2.1;0.25;0.28;0.19;0.3;14.9;112.7;0;0.6;1.2;8.27
32630;Meal Replacement, Soup Powder, Asparagus/Fish/Chicken/Mushroom, Easy Diet;1473;23.5;6.6;45.0;0;8.0;N/A;N/A;5.1;18.4;N/A;N/A;N/A;17.7;N/A;N/A;N/A;N/A;5.0;1.2;2.0;1.8;N/A;0.4;0.8;775;400;N/A;N/A;N/A;N/A;973.5;14.8;98.5;2201.0;290.0;2060.0;5248.9;545.3;32.5;10.3;N/A;128.0;12.0;12.0;1.45;1.60;1.07;1.9;85.5;647.0;N/A;3.2;7.1;47.50
32657;Meal Replacement, Soup Powder, Average;1529;30.9;7.4;38.5;0;9.3;N/A;N/A;15.4;10.0;N/A;N/A;N/A;3.4;N/A;N/A;N/A;N/A;5.5;2.3;1.5;2.1;N/A;0.3;2.0;2029;350;N/A;N/A;N/A;N/A;680.9;18.1;102.6;1900.0;245.1;1801.7;4590.8;501.3;38.0;9.7;N/A;167.5;12.6;12.6;1.54;1.30;1.01;2.0;50.3;700.2;N/A;3.7;7.3;41.42
32644;Meal Replacement, Soup Powder, Broccoli, Basil And Couscous, Allevo;1542;36.0;8.0;34.0;0;7.0;N/A;N/A;34.0;2.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4.5;2.0;N/A;2.5;N/A;0.4;2.5;2500;400;N/A;N/A;N/A;N/A;580.0;10.0;97.0;2200.0;230.0;1600.0;4076.8;520.0;35.0;10.0;N/A;190.0;12.0;12.0;1.40;1.10;0.90;1.9;39.0;650.0;N/A;3.0;6.5;45.00
32648;Meal Replacement, Soup Powder, Nutrilett;1500;33.7;7.5;34.0;0;9.0;N/A;N/A;24.6;9.1;N/A;N/A;N/A;1.8;N/A;N/A;N/A;N/A;7.6;4.2;2.0;1.4;N/A;0.3;3.7;3700;300;N/A;N/A;N/A;N/A;560.0;11.6;120.4;1693.0;227.7;1480.0;3771.0;483.0;49.6;9.5;N/A;169.0;12.3;12.3;1.70;1.20;1.20;2.0;45.0;644.0;N/A;5.3;8.1;8.10
32642;Meal Replacement, Soup Powder, Potato And Leek, Allevo;1764;42.0;7.5;37.0;0;18.0;N/A;N/A;20.0;22.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.5;2.0;N/A;1.5;N/A;0.2;1.8;1800;200;N/A;N/A;N/A;N/A;545.0;10.0;91.0;1900.0;212.0;1700.0;4331.6;485.0;33.0;9.0;N/A;182.0;11.0;11.0;1.30;1.40;0.80;1.8;36.0;606.0;N/A;3.0;6.0;42.00
32632;Meal Replacement, Soup Powder, Tomato/Texmex/Thai, Easy Diet;1382;14.3;7.3;47.0;0;8.7;N/A;N/A;9.0;5.3;N/A;N/A;N/A;0.1;N/A;N/A;N/A;N/A;6.9;1.6;2.6;2.7;N/A;0.5;1.1;1130;500;N/A;N/A;N/A;N/A;788.7;49.6;105.3;1765.0;280.3;1872.0;4769.9;328.3;34.7;10.3;N/A;140.0;12.8;12.8;1.50;1.20;1.00;2.1;44.3;837.0;N/A;3.5;7.9;49.30
32658;Meal Replacement, Soup Powder And Water, Average;210;4.2;1.0;5.3;0;1.3;0;0;2.1;1.4;0;0;0;0.5;0;0;0;0;0.7;0.3;0.2;0.3;0;<0.1;0.3;278;48;0;0;0;0;95.9;2.5;14.1;260.4;33.6;247.8;631.5;68.7;5.3;1.3;0;23.0;1.7;1.7;0.21;0.18;0.14;0.3;6.9;96.0;0;0.5;1.0;5.68
32645;Meal Replacement, Soup Powder And Water, Broccoli, Basil And Couscous, Allevo;180;4.2;0.9;4.0;0;0.8;0;0;4.0;0.2;0;0;0;0;0;0;0;0;0.5;0.2;0;0.3;0;<0.1;0.3;292;47;0;0;0;0;70.3;1.2;11.3;256.5;26.8;187.5;477.6;60.6;4.1;1.2;0;22.2;1.4;1.4;0.16;0.13;0.10;0.2;4.5;75.8;0;0.3;0.8;5.25
32649;Meal Replacement, Soup Powder And Water, Nutrilett;175;3.9;0.9;4.0;0;1.0;0;0;2.9;1.1;0;0;0;0.2;0;0;0;0;0.9;0.5;0.2;0.2;0;<0.1;0.4;431;35;0;0;0;0;68.0;1.4;14.0;197.4;26.6;173.5;442.0;56.3;5.8;1.1;0;19.7;1.4;1.4;0.20;0.14;0.14;0.2;5.2;75.1;0;0.6;0.9;0.94
32643;Meal Replacement, Soup Powder And Water, Potato And Leek, Allevo;206;4.9;0.9;4.3;0;2.1;0;0;2.3;2.6;0;0;0;0;0;0;0;0;0.2;0.2;0;0.2;0;<0.1;0.2;210;23;0;0;0;0;66.2;1.2;10.6;221.6;24.7;199.1;507.4;56.6;3.9;1.0;0;21.2;1.3;1.3;0.15;0.16;0.09;0.2;4.2;70.7;0;0.3;0.7;4.90
32633;Meal Replacement, Soup Powder And Water, Tomato/Texmex/Thai, Easy Diet;223;2.3;1.2;7.6;0;1.4;0;0;1.4;0.9;0;0;0;<0.1;0;0;0;0;1.1;0.3;0.4;0.4;0;<0.1;0.2;183;81;0;0;0;0;130.0;8.0;17.0;285.2;45.3;303.3;772.9;53.0;5.6;1.7;0;22.6;2.1;2.1;0.24;0.19;0.16;0.3;7.2;135.2;0;0.6;1.3;7.97
34996;Meal Replacement, Soy Protein Powder, C. 80% Protein;1487;1.4;0.5;82.7;0;5.0;0;0;1.4;0;0;0;0;0;0;0;2.3;2.7;0;0;0;0;0;0;0;0;0;0;0;0;111.4;160.5;13.9;0;3780.0;468.0;45.1;114.9;1098.0;0.7;0;1300.0;158.4;13.8;1.3;0.11;0;0;0;0;0;0;0;0;0
34990;Meal Replacement, Whey Protein Powder, 74% Protein;1634;8.9;5.9;74.2;0;0;0;0;0;8.9;0;4.4;4.4;<0.1;0;0;0;0;5.8;0.2;1.9;3.7;0;0;0;0;0;0;0;0;0;<0.1;0;N/A;0;0;77.7;197.9;0;<0.1;0;1782.0;0;0;0;0;0;0;0;0;0;0;0;0;0
34991;Meal Replacement, Whey Protein Powder, 85% Protein;1502;1.2;1.0;85.0;0;0;0;0;0.2;1.0;0;0;0;1.0;0;0;0;0;3.5;0.1;1.1;2.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.1;119.9;0;0;0;1697.0;0;0;0;0;0;0;0;0;0;0;0;0;0
35013;Meal Replacement, Whey Protein Powder, C. 40% Protein;1554;44.3;3.2;40.1;0;0;0;0;30.7;10.4;0;2.4;5.7;<0.1;2.2;0;0;0;3.1;0.1;1.0;2.0;0;0;0;0;0;0;0;0;0;0.1;0;N/A;0;0;61.3;156.2;0;<0.1;0;800.0;0;0;0;0;0;0;0;0;0;0;0;0;0
34997;Meal Replacement, Whey Protein Powder, C. 90% Protein;1685;2.7;0.4;92.5;0;0;0;0;0;2.7;0;1.3;1.3;<0.1;0;0;0;0;1.8;<0.1;0.6;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.5;60.0;0;0;0;1310.7;0;0;0;0;0;0;0;0;0;0;0;0;0
35003;Meal Replacement, Whey Protein Powder, Profeel, 44% Protein;1594;44.1;2.6;44.0;0;0;0;0;8.8;35.3;0;8.3;26.4;0;0.6;0;0;0;2.5;<0.1;0.8;1.6;<0.1;<0.1;<0.1;6;2;0;0;5.5;0;448.8;0.1;49.5;564.3;41.6;220.3;561.3;323.4;6.6;1.6;858.9;16.8;3.2;0.3;0.16;0.72;0.11;0.9;2.0;1.9;6.9;<0.1;<0.1;0.03
33149;Meat, Deep-Fried, Average;1215;13.6;18.6;17.0;0;0.6;0;0;13.4;0.2;<0.1;0;<0.1;0;0.2;<0.1;0.2;0.5;17.6;4.2;8.8;4.4;<0.1;1.2;3.0;2932;1125;3;13;69.3;74.5;15.1;1.0;26.1;246.6;21.0;318.8;812.2;145.2;18.2;1.5;203.2;11.8;6.1;3.8;0.33;0.16;0.27;0.8;0;26.8;70.4;0.3;2.7;19.58
32009;Meat And Potato Casserole, Saarioinen, Ready Meal;353;10.9;2.4;4.1;0;0.7;0.3;0;10.1;0.7;0.2;0;0.2;0;<0.1;0.2;0.3;0.6;2.1;0.4;0.9;0.8;<0.1;<0.1;0.4;388;34;1;3;10.8;4.9;8.0;0.6;1.8;343.4;18.8;307.8;784.2;52.5;2.9;0.5;43.1;11.4;1.6;1.2;0.11;0.05;0.10;0.1;3.9;3.3;37.4;<0.1;0.2;6.81
7060;Meat And Rice Pasty;1485;27.9;23.2;8.3;0;1.2;<0.1;0;27.1;0.7;0.1;0;0.1;<0.1;0.1;0.2;0.2;0.9;22.6;1.5;8.1;11.6;1.1;0.2;1.2;1212;220;0;0;36.4;40.9;14.3;0.8;12.6;136.5;17.2;273.1;695.7;85.2;10.3;1.4;103.9;6.9;3.4;1.8;0.15;0.06;0.06;0.3;0.5;77.3;52.9;0.1;0.9;5.97
31957;Meatball, Atria, Industrial;803;9.3;10.1;15.8;0;0.6;0;0;8.2;1.1;<0.1;0;1.0;0;<0.1;<0.1;0.2;0.3;9.4;1.5;4.2;3.7;<0.1;0.1;1.3;1220;87;5;7;36.5;10.3;20.0;1.7;5.2;445.0;45.8;465.8;1186.7;170.0;9.6;1.0;173.4;14.3;4.7;2.9;0.19;0.16;0.22;0.8;<0.1;8.0;1.3;0.2;0.3;9.57
33612;Meatball, Average Of Industrial Products;897;9.6;13.1;14.3;0;0.9;<0.1;0;8.4;1.3;<0.1;0;0.7;0;<0.1;0.2;0.2;0.4;12.3;1.8;5.5;4.7;<0.1;0.2;1.5;1435;191;5;8;41.0;13.6;20.3;1.4;4.8;344.0;33.6;521.3;1328.4;150.4;10.7;1.7;171.4;12.8;4.7;3.1;0.25;0.12;0.19;0.6;0.5;11.5;31.3;0.2;0.5;10.93
7089;Meatball, Beef Mince, Oven-Baked;1002;6.5;15.4;18.6;0;0.4;<0.1;0;6.0;0.5;0.1;0;0.2;0;<0.1;0.2;0.1;0.3;14.3;0.6;6.9;6.5;0.2;<0.1;0.5;428;84;0;16;96.0;4.8;22.1;1.9;30.2;255.9;19.5;383.2;976.5;159.6;19.7;4.8;224.0;14.4;6.4;4.1;0.38;0.15;0.06;1.2;0.6;51.8;124.4;0.5;0.7;1.74
7080;Meatball, Beef Steak Mince, Cream, Oven-Baked;804;6.4;10.1;18.5;0;0.4;0.4;0;5.4;0.9;0.1;0;0.2;0.4;<0.1;0.1;0.1;0.2;8.7;0.5;3.8;4.2;0.2;<0.1;0.4;335;48;0;14;89.5;5.9;29.4;2.7;28.6;359.8;24.8;339.0;863.8;208.9;17.2;3.2;245.3;11.3;6.9;4.4;0.37;0.19;0.07;1.1;0.6;52.3;126.4;0.5;0.6;3.77
7025;Meatball, Beef Steak Mince, Fried;858;6.4;11.8;18.3;0;0.4;<0.1;0;5.3;1.0;0.1;<0.1;0.2;0.6;<0.1;0.1;0.1;0.2;10.5;1.5;5.2;3.6;0.2;0.4;1.1;1084;336;0;14;85.5;24.4;32.0;2.6;28.7;358.5;24.8;346.0;881.6;205.5;17.0;3.1;242.9;10.8;6.8;4.3;0.36;0.18;0.07;1.1;0.5;50.0;119.1;0.7;1.2;7.37
29103;Meatball, Beef Steak Mince, Fried In Butter;769;6.8;11.5;13.2;0;0.4;<0.1;0;5.4;1.4;0.1;0;0.2;0.9;<0.1;0.2;0.1;0.2;10.3;0.5;3.7;5.9;0.3;<0.1;0.4;309;56;0;11;73.5;5.4;37.5;1.9;40.1;270.0;19.4;565.0;1439.7;155.6;12.3;2.2;174.4;9.0;4.8;2.9;0.26;0.15;0.06;0.8;0.6;73.3;119.8;0.5;0.5;3.64
7081;Meatball, Beef Steak Mince, Mushrooms, Fried;770;7.7;11.4;11.8;0;1.1;0.5;N/A;6.0;1.8;0.2;<0.1;0.6;0.5;<0.1;0.4;0.1;1.0;10.3;1.6;4.5;3.9;0.2;0.4;1.2;1171;348;0;15;76.1;38.5;30.4;2.6;29.1;351.1;19.7;348.0;886.7;164.2;17.3;2.1;161.4;18.2;5.9;4.4;0.30;0.27;0.08;0.8;1.7;69.0;125.6;2.3;1.2;6.68
29253;Meatball, Beef Steak Mince, Oven-Baked;707;5.9;7.9;18.2;0;0.4;<0.1;0;5.4;0.5;0.1;0;0.2;0;<0.1;0.1;0.1;0.2;6.8;0.4;3.3;2.8;0.2;<0.1;0.4;308;40;0;14;84.9;5.9;18.6;2.7;27.5;345.2;23.7;336.1;856.4;197.6;16.9;3.1;241.3;10.7;6.8;4.4;0.36;0.17;0.07;1.1;0.5;35.1;116.3;0.4;0.5;3.28
33028;Meatball, Enebacken, Lidl, Industrial;1014;4.0;19.0;13.0;0;2.7;<0.1;0;3.8;0.8;<0.1;0;<0.1;0;<0.1;<0.1;<0.1;0.2;18.4;2.0;7.1;7.5;<0.1;0.2;1.8;1712;136;5;5;57.1;2.6;15.0;1.4;4.9;312.4;26.3;700.0;1783.6;181.7;16.5;2.5;228.4;4.2;4.3;3.8;0.39;0.15;0.21;0.6;0.2;8.7;27.6;0.3;0.4;2.64
31943;Meatball, Hk/Pirkka, Industrial;962;13.4;13.2;14.1;0;0.8;<0.1;0;11.7;1.7;<0.1;0;0.5;0;0.1;0.2;0.3;0.5;12.4;2.2;5.5;4.5;<0.1;0.2;2.0;1956;120;6;13;43.2;7.5;28.8;1.1;5.8;328.9;33.6;543.5;1385.0;137.3;9.5;1.2;165.6;21.2;4.5;2.7;0.19;0.14;0.14;0.4;0;11.3;8.1;0.2;0.4;22.00
30205;Meatball, Industrial;993;11.2;15.8;12.3;0;0.9;0;0;10.8;0.7;<0.1;0;<0.1;0;<0.1;0.2;0.2;0.4;14.9;2.3;7.7;4.9;<0.1;0.3;1.8;1789;334;0;0;37.4;5.7;28.3;1.6;5.8;258.5;30.1;559.1;1424.6;145.6;10.9;1.8;165.6;21.1;5.5;2.7;0.24;0.10;0.20;0.4;0;9.4;3.9;0.2;0.4;10.15
33027;Meatball, Kartanon, Lidl, Industrial;862;10.4;11.4;15.2;0;0.6;0;0;9.3;1.1;<0.1;0;1.0;0;<0.1;<0.1;0.2;0.3;10.7;1.6;4.8;4.3;<0.1;0.1;1.3;1236;107;17;14;42.8;10.0;18.7;1.3;4.9;375.2;41.4;464.5;1183.5;173.2;7.5;0.7;161.7;15.0;5.0;3.4;0.27;0.09;0.09;0.7;<0.1;16.7;0.3;0.2;0.4;20.15
29104;Meatball, Lean Minced Beef, Fried In Oil;817;6.7;12.9;13.1;0;0.4;<0.1;0;5.4;1.3;0.1;0;0.2;0.8;<0.1;0.2;0.1;0.2;11.8;2.9;6.4;2.4;0.1;0.8;2.1;2076;740;0;11;60.6;51.2;37.0;1.8;39.9;270.1;19.4;520.9;1327.2;154.7;12.3;2.2;173.9;8.8;4.7;2.9;0.26;0.14;0.06;0.8;0.6;25.8;85.8;0.5;2.0;12.17
31960;Meatball, Less Fat, Hk, Industrial;736;14.9;8.2;10.2;0;0.7;<0.1;0;13.4;1.4;0.1;0;0.7;0;<0.1;0.6;0.2;0.5;7.7;1.7;3.7;2.3;<0.1;0.2;1.4;1334;221;5;9;32.7;15.7;13.9;0.7;6.5;216.3;17.4;460.1;1172.2;98.2;9.0;1.1;120.2;10.4;3.8;2.6;0.18;0.13;0.25;0.3;1.4;9.8;151.2;0.2;0.6;15.79
7026;Meatball, Minced Elk, Fried;843;6.6;11.2;18.0;0;0.4;0.6;0;5.3;1.2;0.2;<0.1;0.2;0.6;<0.1;0.2;0.1;0.3;9.5;1.9;3.9;3.6;0.1;0.5;1.4;1315;457;10;9;78.5;30.9;31.4;2.9;26.8;354.4;26.2;354.0;902.1;209.7;7.0;3.7;255.9;11.6;6.9;3.7;0.50;0.26;0.15;3.9;0.8;68.7;83.7;0.6;1.7;8.55
29259;Meatball, Minced Elk, Fried In Butter;828;6.6;10.7;18.1;0;0.4;0.6;0;5.3;1.3;0.2;0;0.2;0.6;<0.1;0.2;0.1;0.3;9.0;0.6;2.5;5.7;0.2;0.1;0.4;338;85;10;9;86.6;6.1;32.0;2.9;26.8;354.6;26.2;375.5;956.7;210.6;7.0;3.7;256.2;11.7;6.9;3.7;0.50;0.26;0.15;3.9;0.8;85.7;105.1;0.4;0.9;4.15
34439;Meatball, Minced Elk, Oven-Baked;689;7.0;6.3;19.1;0;0.5;0.6;0;5.7;1.3;0.2;0;0.2;0.6;<0.1;0.2;0.1;0.3;4.7;0.5;1.4;2.7;<0.1;0.1;0.3;294;67;10;10;80.9;6.5;32.5;3.0;28.3;375.6;27.7;361.9;922.2;221.6;7.5;3.9;271.8;12.9;7.3;3.9;0.53;0.28;0.15;4.2;0.9;51.3;83.1;0.4;0.9;3.26
29262;Meatball, Minced Elk, Without Cream, Fried;717;6.0;8.4;17.7;0;0.4;<0.1;0;5.3;0.7;0.2;<0.1;0.2;<0.1;<0.1;0.2;0.1;0.3;6.9;1.8;3.3;1.7;<0.1;0.5;1.3;1280;447;10;9;72.4;30.9;17.3;2.9;25.4;335.2;24.7;350.2;892.3;194.9;6.7;3.6;250.8;10.9;6.8;3.7;0.50;0.24;0.15;3.9;0.7;46.1;70.5;0.6;1.7;7.91
7027;Meatball, Minced Reindeer, Fried;1015;8.1;15.8;16.4;0;0.5;0.8;0;6.6;1.5;0.2;<0.1;0.2;0.8;<0.1;0.2;0.1;0.3;14.8;2.7;6.1;5.8;0.2;0.7;2.0;1910;638;9;13;87.9;45.2;44.0;4.5;54.5;349.6;28.3;753.7;1920.5;252.9;23.8;3.3;242.0;13.6;5.9;3.2;0.35;0.19;0.06;3.4;0.7;94.3;115.6;0.8;2.3;10.01
31962;Meatball, Mummon Lihapulla, Hk, Industrial;968;9.2;14.9;15.0;0;0.4;<0.1;0;7.6;1.7;<0.1;0;1.5;0;<0.1;<0.1;<0.1;0.3;14.2;2.0;7.0;5.0;0.1;0.4;1.5;1494;423;5;4;32.8;25.3;10.7;1.0;3.2;198.4;16.5;466.5;1188.6;114.1;11.9;2.7;157.4;3.6;5.7;3.6;0.28;0.15;0.31;0.6;<0.1;9.4;15.0;0.2;1.0;6.61
7023;Meatball, Pork-Beef Mince, Boiled;1134;6.5;19.6;17.4;0;0.4;<0.1;0;6.0;0.5;0.1;0;0.2;0;<0.1;0.2;0.1;0.3;18.2;1.5;8.7;7.9;0.2;0.1;1.2;1173;133;0;16;101.2;4.8;22.9;1.3;30.2;239.5;17.8;376.7;959.8;151.3;22.2;3.3;230.0;11.7;7.8;4.1;0.36;0.16;0.11;1.2;0.6;47.0;115.4;0.6;0.7;2.31
7022;Meatball, Pork-Beef Mince, Fried;1236;6.2;22.8;16.6;0;0.4;<0.1;0;5.7;0.5;0.1;<0.1;0.2;<0.1;<0.1;0.1;0.1;0.3;21.4;2.6;10.3;8.3;0.2;0.5;2.0;1947;441;0;15;98.3;24.3;22.5;1.3;28.9;228.9;17.1;369.7;941.9;145.1;21.2;3.1;219.3;11.3;7.5;3.9;0.34;0.17;0.14;1.1;0.5;61.1;114.4;0.8;1.4;6.59
32871;Meatball, Pork-Beef Mince, Mushrooms, Fried;826;7.2;14.1;10.2;0;1.1;<0.1;N/A;5.9;1.3;0.2;<0.1;0.6;<0.1;<0.1;0.4;0.1;0.9;13.1;2.0;6.3;4.6;<0.1;0.4;1.6;1515;375;0;15;73.8;37.2;20.1;1.8;27.5;265.8;14.4;343.1;874.2;119.6;18.4;1.9;138.5;17.4;5.9;4.0;0.27;0.24;0.11;0.7;1.6;54.2;107.5;2.3;1.2;5.49
7024;Meatball, Pork-Beef Mince, Oven-Baked;1134;6.5;19.6;17.4;0;0.4;<0.1;0;6.0;0.5;0.1;0;0.2;0;<0.1;0.2;0.1;0.3;18.2;1.5;8.7;7.9;0.2;0.1;1.2;1173;133;0;16;101.2;4.8;22.9;1.3;30.2;239.5;17.8;376.7;959.8;151.3;22.2;3.3;230.0;12.0;7.9;4.1;0.36;0.18;0.14;1.1;0.6;47.0;115.4;0.6;0.7;2.31
31965;Meatball, Saarioinen, Industrial;907;4.7;14.4;16.8;0;0.8;0.1;0;3.0;1.6;0.3;0;1.2;0;0;0.2;0.3;0.5;13.5;1.8;5.9;5.5;<0.1;0.2;1.5;1446;214;3;3;30.6;18.9;24.4;2.1;2.0;555.4;57.8;501.6;1278.2;196.4;8.8;1.4;184.2;16.4;4.8;2.8;0.25;0.10;0.25;0.5;1.2;5.0;18.3;0.2;0.5;3.06
33194;Meatballs With Mashed Potato, Atria, Ready Meal;553;11.1;6.8;6.2;0;0.7;0.2;0;9.1;1.8;<0.1;0.2;0.6;0.5;<0.1;0.5;0.2;0.4;6.4;0.6;2.2;3.4;0.1;<0.1;0.5;497;57;1;2;18.3;7.4;33.5;0.7;4.7;260.2;23.9;557.1;1419.6;85.4;3.8;0.5;69.9;11.9;1.9;1.2;0.10;0.09;0.09;0.3;1.7;27.3;32.6;<0.1;0.2;4.48
29;Meat Bouillon;79;3.0;0.6;N/A;0;<0.1;<0.1;0;2.9;0.1;<0.1;0;<0.1;0;0;0.1;<0.1;<0.1;0.6;<0.1;0.2;0.3;0;<0.1;<0.1;56;1;<1;0;0;0.3;1.3;<0.1;0;36.6;2.6;353.0;899.4;9.2;<0.1;<0.1;0.5;0;0.4;0.4;0;<0.01;0;<0.1;0;0;0;0;0;0
38;Meat Bouillon Powder/Cube;1249;16.5;21.0;11.0;0;0.5;<0.1;0;9.1;7.4;0.1;0;0.1;0;0;7.1;0.1;0.4;19.1;1.9;7.5;9.8;<0.1;<0.1;1.8;1827;41;<1;0;4.8;10.3;60.0;2.9;0;1700.0;120.0;19000.0;48412.0;430.0;0.6;1.8;17.5;0;12.3;12.0;0;0.30;0;<0.1;0;0;1.2;0;1.2;9.30
33088;Meat Hot Pot, Saarioinen, Ready Meal;543;11.7;6.7;5.3;0;0.7;<0.1;N/A;10.8;0.9;0.2;0;0.2;0.2;<0.1;0.3;0.1;0.6;6.3;0.5;2.3;3.3;0.1;0.1;0.3;327;103;1;0;16.6;10.9;16.2;0.7;4.6;124.5;12.3;441.3;1124.4;63.2;6.1;1.3;70.5;7.5;2.4;1.8;0.10;0.07;0.02;0.2;0.5;54.0;489.0;<0.1;0.3;3.17
7173;Meatloaf, Beef Steak, Cream;802;6.3;10.5;17.4;0;0.4;0.5;0;5.2;1.1;0.1;<0.1;0.2;0.6;<0.1;0.1;0.1;0.2;9.2;0.5;3.9;4.5;0.3;<0.1;0.4;393;85;0;9;72.6;8.2;30.4;2.5;35.2;348.2;24.0;464.6;1183.9;196.8;15.3;3.0;229.1;8.6;6.5;4.2;0.35;0.17;0.06;1.0;0.7;47.8;95.5;0.4;0.6;4.30
29289;Meatloaf, Beef Steak, Water;684;5.7;7.9;17.1;0;0.4;<0.1;0;5.2;0.5;0.1;<0.1;0.2;<0.1;<0.1;0.1;0.1;0.2;6.8;0.5;3.4;2.8;0.2;<0.1;0.4;384;85;0;9;66.8;8.8;16.1;2.5;24.8;330.0;22.5;322.1;820.7;182.5;14.9;3.0;224.5;7.9;6.4;4.2;0.35;0.15;0.06;1.0;0.6;26.2;82.8;0.4;0.5;3.82
7031;Meatloaf, Pork-Beef, Prune Filling;1064;11.9;16.6;14.8;0;1.7;0.6;0;4.9;7.1;2.5;<0.1;2.4;0.6;<0.1;1.5;0.5;1.2;15.4;1.3;7.3;6.6;0.1;0.2;1.1;1047;155;0;9;69.3;12.3;41.5;1.3;25.3;345.8;23.5;311.3;793.1;140.2;17.3;2.7;189.0;7.6;6.8;3.7;0.33;0.18;0.13;0.9;<0.1;34.9;121.0;0.5;0.8;12.47
7177;Meatloaf With Mushrooms, Pork-Beef, Cream;864;7.9;14.0;11.7;0;1.0;0.4;N/A;6.0;2.0;0.3;<0.1;0.5;0.6;<0.1;0.6;0.2;0.7;13.1;1.1;5.9;5.9;0.1;0.1;0.9;874;125;0;8;61.0;12.8;33.4;1.3;23.5;304.5;17.7;292.9;746.4;123.9;15.7;2.2;153.9;12.9;5.9;3.4;0.27;0.18;0.12;0.7;2.2;127.8;1530.1;1.0;0.5;4.76
7033;Meatloaf With Vegetables, Pork-Beef, Cream;1037;6.4;18.2;14.2;0;0.9;0.6;0;5.0;1.5;0.2;<0.1;0.2;0.5;<0.1;0.6;0.2;0.7;17.0;1.4;7.6;7.9;0.2;0.2;1.1;1078;168;0;8;71.5;12.2;32.2;1.2;23.8;233.4;18.0;299.6;763.3;135.0;16.7;2.7;185.0;19.9;6.6;3.6;0.31;0.17;0.12;0.8;8.2;133.8;1581.2;0.4;0.7;9.36
34407;Meat Mince Patty, Oven-Baked;1002;6.5;15.4;18.6;0;0.4;<0.1;0;6.0;0.5;0.1;0;0.2;0;<0.1;0.2;0.1;0.3;14.3;0.6;6.9;6.5;0.2;<0.1;0.5;428;84;0;16;96.0;4.8;22.1;1.9;30.2;255.9;19.5;383.2;976.5;159.6;19.7;4.8;224.0;14.4;6.4;4.1;0.38;0.15;0.06;1.2;0.6;51.8;124.4;0.5;0.7;1.74
32815;Meat Pasty, Meat In Rye Crust;1134;25.9;11.9;12.6;0;4.9;0;0;25.1;0.7;<0.1;0;0.1;0;0.2;0.3;0.8;4.0;11.0;1.3;4.7;4.7;0.1;0.1;1.1;1114;120;0;0;29.6;35.8;17.6;1.9;12.3;280.4;42.5;387.3;986.9;180.8;9.4;2.5;140.3;12.3;3.6;2.1;0.24;0.11;0.13;0.5;0;6.5;78.9;0.2;0.6;2.52
